id_reserva,id_cliente,data_checkin,data_checkout,valor_total
2452,4701,2024-08-16,2024-09-28,6543.22
2453,1655,2024-03-07,2024-05-24,8564.28
2454,268,2024-01-14,2024-08-20,9029.62
2455,500,2024-01-29,2024-06-07,4256.74
2456,3456,2024-02-01,2024-04-17,4488.36
2457,972,2024-04-19,2024-06-15,9823.15
2458,790,2023-10-23,2023-12-16,6217.69
2459,2097,2024-03-12,2024-08-11,7990.62
2460,1985,2024-04-22,2024-05-04,2753.98
2461,191,2023-11-10,2024-05-24,1341.19
2462,3044,2024-04-15,2024-06-18,324.04
2463,1580,2024-07-06,2024-09-28,9425.89
2464,2856,2023-12-24,2024-01-14,4192.07
2465,3538,2024-02-22,2024-03-18,9788.92
2466,470,2023-11-07,2024-07-09,2378.99
2467,2267,2024-02-23,2024-09-17,5871.79
2468,3592,2024-04-10,2024-08-03,5917.03
2469,3853,2024-02-27,2024-06-15,6465.44
2470,2477,2024-02-05,2024-07-06,5248.51
2471,997,2023-10-31,2024-03-29,9527.79
2472,1843,2023-12-01,2024-02-29,4305.08
2473,2923,2024-04-29,2024-09-29,6193.75
2474,2350,2024-04-25,2024-08-22,4681.64
2475,2730,2024-08-01,2024-08-22,4401.98
2476,2871,2024-09-17,2024-09-20,1128.77
2477,4967,2023-12-22,2024-06-08,9954.8
2478,417,2024-02-21,2024-06-29,8334.86
2479,3057,2024-02-26,2024-05-28,6481.7
2480,1297,2024-01-17,2024-10-02,3825.66
2481,1394,2024-09-24,2024-10-01,6753.13
2482,4297,2024-06-12,2024-08-27,8076.43
2483,3920,2024-01-21,2024-04-24,3766.61
2484,4320,2024-06-01,2024-09-16,3702.0
2485,788,2024-01-12,2024-05-04,6421.51
2486,2385,2024-05-10,2024-05-12,3226.06
2487,3506,2023-11-19,2023-11-29,7410.59
2488,3646,2023-11-19,2024-04-03,7414.61
2489,2663,2024-01-29,2024-09-21,2680.04
2490,622,2024-08-20,2024-08-31,2051.31
2491,2362,2024-04-04,2024-09-17,5774.96
2492,4715,2024-01-27,2024-06-25,7009.83
2493,648,2024-03-26,2024-07-16,7199.34
2494,736,2024-06-08,2024-06-11,9776.35
2495,4283,2024-07-21,2024-08-27,2538.13
2496,1296,2024-08-07,2024-08-09,7356.95
2497,4577,2024-09-05,2024-10-03,2840.49
2498,170,2024-04-27,2024-07-28,4897.45
2499,2317,2024-01-03,2024-05-23,619.67
2500,3298,2024-03-03,2024-06-20,4176.76
2501,976,2023-10-15,2024-04-22,3519.58
2502,3435,2024-05-02,2024-05-13,9069.88
2503,2686,2024-01-16,2024-08-08,1715.77
2504,3753,2023-09-29,2024-01-06,4495.65
2505,4308,2024-07-06,2024-07-24,5147.99
2506,2974,2024-03-26,2024-08-24,1018.75
2507,873,2024-08-31,2024-09-25,5788.2
2508,3262,2024-05-09,2024-07-07,6301.97
2509,4461,2024-01-05,2024-08-11,7078.46
2510,2525,2024-06-13,2024-09-21,4279.7
2511,947,2024-05-14,2024-05-16,9588.57
2512,1117,2024-06-14,2024-07-06,8243.22
2513,2382,2024-06-15,2024-07-06,711.73
2514,176,2024-02-04,2024-04-26,8300.48
2515,445,2023-12-19,2023-12-30,9646.34
2516,155,2024-06-03,2024-09-30,264.69
2517,102,2024-09-14,2024-10-03,4094.12
2518,3203,2024-08-27,2024-09-29,6324.68
2519,964,2023-12-10,2024-07-06,7714.72
2520,1268,2023-11-22,2024-01-04,9887.39
2521,3856,2024-07-13,2024-09-10,5578.7
2522,4400,2023-11-11,2024-01-02,9554.65
2523,4270,2023-10-16,2024-02-24,9396.82
2524,1353,2024-03-21,2024-05-26,8357.47
2525,2364,2023-11-13,2024-08-29,9031.27
2526,666,2023-12-09,2023-12-22,6407.42
2527,3382,2024-01-04,2024-07-28,9311.33
2528,1845,2024-09-04,2024-09-15,5760.6
2529,1012,2024-07-18,2024-09-03,8621.61
2530,3729,2024-08-12,2024-10-01,7799.75
2531,3750,2024-07-09,2024-07-09,9572.64
2532,3528,2023-12-15,2024-09-24,5111.25
2533,4931,2024-06-21,2024-07-09,509.65
2534,85,2023-10-14,2024-01-16,3943.85
2535,3856,2024-05-24,2024-07-25,6973.92
2536,3553,2023-10-03,2023-10-05,563.82
2537,3676,2023-11-27,2024-06-06,7915.69
2538,1507,2023-11-12,2024-06-23,1067.99
2539,4536,2024-02-13,2024-02-28,2423.91
2540,628,2024-01-31,2024-02-29,8549.62
2541,2861,2024-06-09,2024-07-09,7972.12
2542,677,2024-08-12,2024-09-26,381.92
2543,3230,2024-09-04,2024-09-14,1342.65
2544,1790,2024-05-13,2024-09-05,5348.12
2545,4676,2023-09-27,2024-06-30,9827.52
2546,310,2023-11-24,2024-03-29,2679.1
2547,2699,2023-10-09,2024-08-27,7770.47
2548,3558,2024-01-08,2024-02-12,8882.23
2549,2670,2024-08-09,2024-08-11,6772.62
2550,460,2024-04-25,2024-07-10,8126.19
2551,4861,2024-06-22,2024-06-29,6261.12
2552,1591,2024-03-04,2024-05-30,4957.91
2553,1613,2024-04-11,2024-05-07,8038.79
2554,1432,2023-09-27,2024-04-18,2849.39
2555,3208,2023-11-02,2024-08-29,4716.91
2556,73,2024-03-08,2024-07-23,4282.12
2557,4204,2023-11-21,2024-03-22,4339.05
2558,2580,2024-07-23,2024-08-17,6937.35
2559,4000,2024-05-01,2024-09-19,7966.88
2560,1275,2023-11-18,2024-01-28,2574.95
2561,3192,2024-08-15,2024-09-19,3272.29
2562,2671,2024-07-08,2024-07-14,5585.93
2563,4027,2024-04-16,2024-07-28,5182.71
2564,1289,2024-06-16,2024-06-23,2706.23
2565,3308,2024-03-27,2024-08-13,4122.63
2566,3532,2024-02-09,2024-08-22,9547.63
2567,4614,2024-06-12,2024-06-16,9022.67
2568,2885,2024-04-08,2024-07-31,8533.1
2569,4512,2023-10-30,2023-11-24,6218.78
2570,2140,2024-04-17,2024-08-18,3867.59
2571,1420,2024-08-17,2024-09-15,3915.99
2572,2625,2023-10-07,2024-05-09,5776.48
2573,4148,2024-08-01,2024-08-16,1323.22
2574,2602,2024-08-24,2024-09-08,5231.2
2575,1990,2024-06-01,2024-08-09,4625.23
2576,183,2024-02-08,2024-09-01,8341.15
2577,1860,2024-09-12,2024-09-24,3508.06
2578,347,2023-10-07,2024-02-05,8442.01
2579,1402,2024-06-16,2024-09-11,9883.01
2580,4254,2024-07-10,2024-08-02,6906.93
2581,3921,2024-06-04,2024-08-22,9027.17
2582,2111,2024-06-21,2024-10-01,8828.68
2583,3152,2024-02-23,2024-07-04,7132.14
2584,1312,2024-07-15,2024-07-20,7539.66
2585,836,2024-04-02,2024-06-05,8616.79
2586,830,2024-05-17,2024-06-09,5424.83
2587,2220,2024-08-15,2024-08-16,9276.09
2588,3215,2024-02-13,2024-08-04,7442.97
2589,3799,2024-01-31,2024-03-28,4887.88
2590,4756,2024-09-14,2024-10-03,4197.16
2591,3487,2023-11-25,2024-09-07,8600.64
2592,537,2024-06-24,2024-08-11,347.06
2593,3047,2024-08-04,2024-09-03,477.71
2594,1440,2024-08-31,2024-09-03,9596.9
2595,1332,2024-02-22,2024-05-24,6291.37
2596,479,2024-09-04,2024-09-10,426.09
2597,4573,2024-08-05,2024-09-10,971.94
2598,2840,2024-04-22,2024-08-14,9206.77
2599,3852,2024-08-04,2024-08-20,6610.95
2600,1349,2023-10-12,2024-03-27,3789.39
2601,4110,2024-05-30,2024-07-23,9111.81
2602,2604,2024-05-26,2024-09-09,3195.09
2603,3070,2024-07-11,2024-08-29,3068.91
2604,173,2023-12-25,2023-12-25,6238.32
2605,2269,2024-04-12,2024-05-11,4508.7
2606,235,2023-11-17,2024-07-28,8936.94
2607,4110,2024-06-19,2024-06-27,7263.12
2608,128,2023-12-30,2024-05-08,8147.65
2609,601,2024-03-16,2024-09-29,2990.11
2610,3254,2024-01-04,2024-02-08,6986.31
2611,1995,2024-08-28,2024-10-06,5569.89
2612,4610,2023-10-04,2024-04-13,8561.8
2613,3657,2024-03-21,2024-08-08,7991.76
2614,1995,2024-02-29,2024-10-03,2532.25
2615,3869,2024-03-23,2024-04-01,4704.28
2616,230,2024-02-27,2024-03-17,419.51
2617,122,2023-12-17,2023-12-24,9659.13
2618,2633,2024-04-14,2024-08-15,5589.9
2619,3911,2023-11-28,2024-01-05,1801.68
2620,1956,2024-03-31,2024-04-26,9305.12
2621,2883,2024-04-24,2024-08-18,5055.52
2622,3357,2024-08-28,2024-09-14,6124.13
2623,1004,2023-12-13,2024-06-22,8876.92
2624,1016,2024-07-02,2024-07-07,7337.8
2625,694,2024-01-03,2024-06-26,4344.07
2626,4153,2024-06-16,2024-08-26,9469.16
2627,3713,2024-02-28,2024-07-06,358.36
2628,1524,2024-03-15,2024-05-25,6668.55
2629,343,2024-02-22,2024-04-17,793.09
2630,1840,2024-09-11,2024-09-19,3283.1
2631,1012,2024-08-05,2024-09-27,7312.27
2632,754,2023-10-11,2024-07-24,8538.61
2633,720,2024-04-03,2024-04-05,5813.17
2634,65,2024-02-22,2024-08-28,5709.29
2635,4031,2023-10-20,2023-12-09,2910.6
2636,3216,2024-06-25,2024-07-28,3109.71
2637,105,2024-03-11,2024-05-26,4593.58
2638,2654,2024-06-22,2024-08-21,3428.18
2639,2034,2023-11-27,2024-07-04,1976.97
2640,1676,2023-11-08,2024-04-28,7603.85
2641,180,2024-02-20,2024-02-20,5401.78
2642,2992,2024-07-25,2024-09-04,6086.91
2643,649,2023-11-28,2024-01-21,3799.45
2644,723,2024-01-03,2024-07-27,453.64
2645,1558,2023-11-29,2024-09-03,9566.16
2646,180,2024-05-19,2024-08-21,5078.61
2647,1844,2024-06-12,2024-07-04,1364.17
2648,647,2024-04-27,2024-06-04,1607.51
2649,2078,2023-10-26,2024-08-24,5026.98
2650,806,2024-09-10,2024-09-27,3122.88
2651,1719,2023-11-25,2024-03-26,6595.96
2652,1382,2024-09-10,2024-09-20,2928.47
2653,4738,2024-08-11,2024-09-24,5603.32
2654,841,2024-08-03,2024-09-02,2793.81
2655,3926,2024-09-12,2024-09-16,4285.45
2656,2244,2024-01-16,2024-07-18,358.67
2657,2293,2023-11-24,2024-08-08,3109.59
2658,1087,2024-01-27,2024-03-05,230.69
2659,3801,2024-08-10,2024-08-23,2078.52
2660,2982,2024-05-30,2024-07-03,2605.31
2661,721,2023-11-20,2024-02-13,1816.79
2662,1667,2024-09-26,2024-10-04,8939.55
2663,144,2024-05-07,2024-08-09,3682.48
2664,908,2024-06-18,2024-06-25,6458.39
2665,10,2024-06-02,2024-09-27,3833.41
2666,3800,2023-09-29,2024-06-21,916.41
2667,3887,2024-07-07,2024-09-16,6837.01
2668,2514,2023-10-25,2023-11-28,2893.47
2669,38,2024-03-14,2024-03-27,5956.54
2670,290,2024-06-07,2024-07-19,1406.95
2671,4487,2024-01-27,2024-05-15,9459.26
2672,2014,2023-10-01,2024-08-20,9097.62
2673,3888,2023-11-22,2024-09-02,3874.97
2674,116,2024-09-24,2024-10-01,2493.01
2675,4924,2024-04-09,2024-08-18,9880.3
2676,4066,2024-01-23,2024-02-25,9423.57
2677,673,2024-02-27,2024-07-09,332.15
2678,4495,2024-05-06,2024-07-20,2493.48
2679,657,2023-12-11,2024-03-11,8814.28
2680,522,2024-07-06,2024-09-26,3879.82
2681,4156,2024-08-13,2024-08-22,5301.85
2682,4717,2024-06-20,2024-08-05,5226.82
2683,1993,2023-11-23,2024-01-25,636.35
2684,3262,2023-10-11,2023-11-21,8272.1
2685,2463,2024-05-10,2024-06-13,5136.23
2686,3810,2023-12-30,2024-01-08,8138.22
2687,1582,2024-08-23,2024-08-30,7813.83
2688,4866,2024-02-25,2024-08-10,3418.66
2689,2560,2024-04-07,2024-06-13,2026.87
2690,570,2024-07-19,2024-09-03,5870.27
2691,3966,2024-08-15,2024-09-09,4512.54
2692,2963,2024-07-08,2024-07-14,2052.01
2693,984,2024-05-02,2024-09-06,7193.32
2694,4340,2024-08-03,2024-08-07,770.08
2695,3520,2023-09-29,2023-11-22,871.08
2696,1114,2024-01-06,2024-04-29,5976.5
2697,850,2023-11-23,2023-12-06,5408.93
2698,4288,2024-07-20,2024-07-31,9827.31
2699,3571,2024-09-21,2024-09-25,8012.96
2700,3403,2024-08-13,2024-09-23,4211.52
2701,3330,2024-04-25,2024-08-17,346.51
2702,221,2023-11-26,2024-09-24,2226.8
2703,2650,2024-09-23,2024-09-24,9089.47
2704,4111,2023-10-14,2024-02-04,3927.87
2705,1970,2024-02-18,2024-09-17,6869.25
2706,3297,2024-08-28,2024-09-30,9561.35
2707,4461,2024-02-10,2024-06-07,3620.35
2708,4521,2024-03-02,2024-08-22,347.15
2709,4405,2023-11-23,2024-09-07,8680.81
2710,1145,2024-01-18,2024-02-06,2763.38
2711,3876,2024-04-15,2024-08-04,5924.22
2712,4513,2024-09-10,2024-10-01,4736.88
2713,2339,2024-02-16,2024-05-26,1498.32
2714,1046,2024-09-11,2024-09-14,3795.51
2715,889,2024-08-14,2024-10-04,1486.88
2716,2281,2024-04-14,2024-09-12,5593.31
2717,970,2024-08-27,2024-09-24,7227.73
2718,4824,2023-11-17,2024-07-27,2941.28
2719,4032,2024-06-15,2024-07-06,9375.68
2720,1327,2024-09-08,2024-09-15,2748.52
2721,3699,2023-11-28,2024-02-17,8668.79
2722,1569,2024-05-02,2024-05-14,6584.08
2723,2296,2023-11-14,2023-12-26,2396.66
2724,3228,2024-07-02,2024-08-15,3626.26
2725,397,2023-11-16,2024-01-27,7477.69
2726,3447,2024-01-01,2024-02-16,372.06
2727,1777,2024-05-09,2024-07-06,6708.07
2728,844,2024-05-12,2024-09-02,9618.33
2729,224,2024-06-04,2024-08-07,1106.68
2730,4935,2023-10-17,2024-08-17,2247.31
2731,4497,2024-03-11,2024-05-14,8252.49
2732,2055,2024-04-17,2024-04-23,8323.46
2733,3715,2024-06-29,2024-07-26,7160.93
2734,2411,2024-06-11,2024-08-16,6105.37
2735,4268,2024-02-03,2024-02-07,7592.01
2736,482,2024-04-20,2024-08-27,4115.51
2737,466,2024-07-20,2024-07-30,1825.24
2738,969,2024-03-22,2024-05-13,4299.14
2739,2362,2024-07-27,2024-08-03,9484.05
2740,1843,2024-07-03,2024-08-14,2779.56
2741,3617,2023-12-01,2024-07-30,7980.12
2742,4317,2024-04-03,2024-05-27,4612.59
2743,4176,2023-12-20,2024-09-26,3695.87
2744,3311,2024-07-28,2024-08-24,8918.94
2745,4390,2024-05-29,2024-07-14,6850.04
2746,1985,2024-04-30,2024-05-30,2873.54
2747,430,2024-07-06,2024-07-08,5901.21
2748,3473,2024-02-12,2024-05-27,9632.52
2749,3946,2024-01-13,2024-04-20,3437.11
2750,930,2023-09-30,2024-06-16,6434.15
2751,3050,2024-01-31,2024-05-09,3335.5
2752,129,2024-07-17,2024-09-11,2873.91
2753,3246,2024-05-11,2024-07-18,6655.6
2754,2535,2023-11-09,2024-01-19,9512.58
2755,746,2023-09-27,2024-09-16,3439.05
2756,3976,2024-06-28,2024-09-16,2152.43
2757,4504,2023-09-28,2024-03-13,9487.81
2758,1451,2023-10-01,2023-12-12,2084.31
2759,4470,2024-03-15,2024-04-18,7075.55
2760,4246,2024-09-11,2024-09-21,3655.15
2761,118,2024-02-15,2024-05-17,127.5
2762,2993,2024-03-18,2024-08-26,7128.17
2763,3227,2024-09-07,2024-09-20,5930.89
2764,131,2023-11-22,2024-09-18,9175.25
2765,2155,2024-06-05,2024-06-29,7594.11
2766,4129,2024-07-03,2024-07-05,3135.43
2767,4733,2024-02-04,2024-08-31,3605.26
2768,1153,2023-10-15,2024-05-31,3619.17
2769,3437,2024-08-14,2024-08-20,9560.79
2770,3631,2023-10-02,2024-09-15,9062.87
2771,365,2023-10-09,2024-06-14,5677.04
2772,469,2024-03-08,2024-08-30,3219.21
2773,2848,2023-10-06,2024-04-10,5911.64
2774,2401,2024-09-07,2024-09-07,4459.05
2775,1274,2024-08-21,2024-09-16,343.26
2776,648,2023-12-20,2024-02-08,7275.76
2777,3139,2024-01-17,2024-08-31,3314.55
2778,3238,2024-08-19,2024-09-14,3488.6
2779,3749,2024-06-06,2024-07-09,7632.51
2780,2400,2023-11-29,2024-02-25,1859.77
2781,2664,2024-03-12,2024-09-12,9811.29
2782,1287,2024-01-21,2024-06-24,9124.37
2783,1427,2023-10-14,2024-07-03,4187.8
2784,3862,2024-07-30,2024-08-05,6329.19
2785,3176,2024-01-13,2024-07-11,5137.48
2786,4958,2024-03-14,2024-03-14,4580.36
2787,4224,2023-10-11,2024-09-13,5645.53
2788,4675,2024-07-18,2024-09-07,5821.42
2789,697,2024-06-25,2024-08-29,1472.94
2790,603,2023-12-16,2024-01-03,4446.32
2791,3102,2024-06-05,2024-07-25,2214.15
2792,3613,2024-02-08,2024-08-17,3932.71
2793,2764,2024-03-26,2024-06-25,8758.71
2794,4249,2023-12-16,2024-06-24,7037.44
2795,2272,2024-06-14,2024-08-26,431.16
2796,3170,2024-03-13,2024-07-14,6882.7
2797,3238,2024-06-19,2024-07-16,8673.19
2798,4010,2024-01-24,2024-09-18,4995.87
2799,219,2024-06-28,2024-09-28,5354.34
2800,3536,2024-08-23,2024-09-12,2357.97
2801,4727,2024-02-22,2024-04-10,2369.93
2802,4454,2024-03-21,2024-05-17,5559.63
2803,561,2024-05-15,2024-09-09,2836.12
2804,3683,2023-11-12,2024-04-27,8649.62
2805,1424,2023-12-02,2024-03-26,4513.37
2806,4303,2023-11-16,2024-09-11,3283.99
2807,4466,2024-02-27,2024-09-21,9742.17
2808,3999,2024-02-01,2024-09-04,8601.52
2809,3006,2024-05-04,2024-09-09,7969.03
2810,4410,2024-09-19,2024-09-30,9176.04
2811,1307,2024-05-27,2024-06-26,5027.77
2812,1756,2023-12-10,2024-01-02,5598.46
2813,1011,2023-10-29,2023-12-05,4088.59
2814,3365,2024-08-28,2024-09-22,563.28
2815,1378,2023-11-04,2024-08-25,7740.65
2816,2971,2024-06-12,2024-07-11,3311.81
2817,174,2024-09-06,2024-10-06,6656.78
2818,1363,2024-04-03,2024-04-04,4969.44
2819,107,2024-07-30,2024-08-15,4095.64
2820,4941,2024-07-19,2024-08-29,9646.87
2821,700,2024-09-16,2024-09-23,6960.6
2822,2232,2024-03-21,2024-08-07,9616.99
2823,1146,2024-07-23,2024-09-27,8529.56
2824,1343,2023-12-18,2024-09-10,9872.2
2825,4502,2024-01-28,2024-04-08,6590.01
2826,573,2024-06-23,2024-07-21,8613.95
2827,2943,2024-03-15,2024-07-15,8448.24
2828,4267,2024-01-29,2024-02-13,9161.41
2829,2974,2024-05-22,2024-07-06,1407.32
2830,2132,2024-07-10,2024-09-07,9943.16
2831,1983,2024-03-09,2024-09-24,9387.94
2832,545,2024-02-07,2024-05-06,6390.27
2833,1692,2024-05-24,2024-06-14,4402.14
2834,4907,2023-11-29,2024-02-15,9681.97
2835,1650,2023-12-01,2024-07-04,7497.13
2836,2687,2024-09-15,2024-09-18,4904.18
2837,3105,2024-07-02,2024-09-23,191.62
2838,2932,2023-11-27,2024-02-07,694.72
2839,3314,2023-09-27,2024-08-20,4357.32
2840,2062,2024-07-30,2024-09-24,6053.65
2841,1383,2024-06-06,2024-08-22,1448.16
2842,4969,2023-11-07,2024-02-01,7530.07
2843,439,2024-06-10,2024-09-08,7984.36
2844,4964,2024-04-25,2024-09-27,1042.24
2845,57,2024-02-02,2024-04-22,5721.34
2846,2772,2023-10-17,2024-06-16,5945.99
2847,3582,2024-03-30,2024-07-24,6519.32
2848,1915,2024-04-28,2024-10-04,2798.99
2849,1718,2023-11-26,2024-06-18,1932.84
2850,3519,2023-12-25,2024-04-16,9667.64
2851,594,2024-05-17,2024-05-30,4965.38
2852,4415,2024-05-22,2024-09-28,3036.51
2853,439,2024-04-28,2024-04-28,9114.66
2854,4606,2023-12-24,2024-06-24,9011.34
2855,711,2024-09-23,2024-10-03,7872.48
2856,4629,2024-01-15,2024-08-21,7269.95
2857,4330,2024-04-24,2024-10-05,2030.39
2858,127,2023-11-21,2024-04-09,4636.08
2859,2495,2024-07-03,2024-07-10,6897.24
2860,654,2023-10-04,2024-07-18,324.67
2861,4643,2024-06-10,2024-08-01,2034.34
2862,4436,2024-01-24,2024-08-30,1518.74
2863,4650,2024-05-21,2024-05-24,5162.51
2864,1739,2023-10-20,2023-12-27,1911.93
2865,471,2024-05-11,2024-07-19,5769.02
2866,2039,2024-01-18,2024-06-11,9166.11
2867,1674,2024-05-29,2024-07-22,6082.77
2868,1718,2024-07-23,2024-08-20,3811.47
2869,3406,2024-01-07,2024-01-20,2984.58
2870,4477,2023-11-19,2024-03-21,9415.25
2871,1223,2024-02-21,2024-07-13,771.6
2872,4544,2024-09-11,2024-10-06,2822.41
2873,4981,2024-09-10,2024-10-05,9064.38
2874,3893,2024-07-16,2024-07-23,768.35
2875,1694,2024-05-01,2024-05-08,4182.94
2876,1976,2024-04-07,2024-06-05,8989.42
2877,321,2024-03-28,2024-06-28,1061.6
2878,3597,2024-01-15,2024-08-01,8571.01
2879,4843,2024-03-14,2024-09-27,2338.2
2880,1393,2024-09-08,2024-09-17,2270.68
2881,4915,2023-12-26,2024-05-25,578.75
2882,1226,2024-01-03,2024-04-18,626.24
2883,2418,2024-03-26,2024-09-28,2546.59
2884,3551,2024-05-23,2024-10-04,8829.72
2885,125,2024-05-30,2024-10-03,989.82
2886,2759,2024-07-20,2024-09-17,2562.86
2887,4949,2024-05-12,2024-07-04,7460.17
2888,3316,2024-01-05,2024-01-27,7352.75
2889,2139,2024-08-02,2024-09-23,4635.82
2890,4036,2023-12-30,2024-02-08,5574.48
2891,3488,2024-07-30,2024-10-04,5794.48
2892,4214,2024-06-30,2024-09-08,5383.72
2893,2493,2024-07-21,2024-09-12,8777.29
2894,400,2024-03-08,2024-04-16,3267.5
2895,3135,2023-11-13,2024-02-26,7000.64
2896,4623,2024-07-23,2024-09-28,5496.28
2897,4188,2023-10-14,2024-06-21,2661.31
2898,440,2024-02-19,2024-09-01,2832.85
2899,4793,2023-12-11,2024-04-24,8805.01
2900,3407,2024-07-08,2024-08-05,9253.0
2901,67,2024-09-24,2024-09-24,2162.93
2902,3180,2023-12-11,2024-07-01,614.79
2903,4651,2024-02-04,2024-08-18,8969.11
2904,4622,2024-03-11,2024-07-09,488.62
2905,965,2024-07-21,2024-07-24,4624.81
2906,3244,2024-09-04,2024-09-06,9113.54
2907,671,2024-06-03,2024-07-12,3491.56
2908,308,2024-04-18,2024-07-26,9955.49
2909,4381,2024-09-02,2024-09-04,9145.09
2910,2864,2024-04-14,2024-07-16,2118.64
2911,2109,2023-11-09,2024-08-28,9711.3
2912,3581,2023-10-14,2024-04-08,3701.1
2913,395,2024-09-22,2024-10-01,1788.59
2914,3069,2024-05-05,2024-05-17,402.48
2915,3808,2024-07-03,2024-09-08,5625.21
2916,4427,2024-04-28,2024-07-31,3531.0
2917,4194,2023-12-07,2024-07-28,9158.29
2918,3617,2023-10-10,2024-03-22,2035.24
2919,3438,2024-07-23,2024-07-31,9018.56
2920,659,2023-10-16,2024-07-06,7607.1
2921,610,2024-02-28,2024-07-11,4448.61
2922,432,2024-02-04,2024-07-22,5517.17
2923,2603,2024-05-13,2024-07-30,9909.58
2924,1699,2024-09-14,2024-09-23,5546.88
2925,414,2024-04-20,2024-07-04,2688.34
2926,271,2024-08-04,2024-09-19,6176.95
2927,4431,2023-10-25,2023-11-13,3723.57
2928,13,2024-09-01,2024-09-30,2491.33
2929,716,2024-06-07,2024-08-05,7809.23
2930,2314,2024-05-29,2024-09-04,5469.78
2931,996,2024-08-22,2024-09-01,7289.2
2932,4256,2023-10-20,2024-08-09,4976.31
2933,1341,2024-08-03,2024-08-20,273.5
2934,1613,2024-03-03,2024-06-03,8582.11
2935,3523,2024-02-19,2024-04-12,6055.06
2936,1048,2023-12-27,2024-01-23,9626.93
2937,4056,2024-08-11,2024-10-01,5532.01
2938,1860,2024-04-07,2024-10-03,2145.8
2939,374,2024-01-02,2024-04-17,7171.34
2940,1030,2024-08-31,2024-09-14,9939.77
2941,1712,2023-10-20,2024-06-05,3539.14
2942,3162,2024-08-13,2024-08-24,6420.53
2943,4826,2024-03-21,2024-09-29,4388.62
2944,2502,2024-01-04,2024-06-08,6988.55
2945,513,2023-12-23,2023-12-24,4293.9
2946,2312,2024-06-06,2024-07-13,7535.54
2947,4783,2024-07-31,2024-09-16,3040.2
2948,1006,2024-02-20,2024-09-09,5126.92
2949,2821,2023-11-28,2024-09-22,6118.02
2950,737,2024-06-06,2024-09-02,6751.35
2951,3196,2024-06-30,2024-08-19,1925.12
2952,449,2024-01-05,2024-04-26,624.22
2953,1762,2023-11-03,2023-11-22,5102.47
2954,325,2023-11-29,2024-08-10,8364.86
2955,1366,2024-05-22,2024-07-16,8067.87
2956,1819,2024-06-30,2024-08-03,4029.19
2957,469,2023-12-02,2024-09-24,4867.79
2958,2680,2024-07-29,2024-09-13,3026.9
2959,2356,2024-01-15,2024-04-20,1254.08
2960,963,2024-06-17,2024-08-16,8003.3
2961,4187,2024-05-03,2024-10-04,8937.7
2962,3513,2023-09-28,2024-04-30,661.68
2963,1720,2024-05-09,2024-05-14,635.54
2964,3798,2024-03-06,2024-07-19,5731.04
2965,1079,2024-01-07,2024-03-14,7614.48
2966,633,2024-02-04,2024-04-15,6958.47
2967,4551,2024-09-18,2024-09-22,2843.61
2968,3937,2024-02-14,2024-06-17,1649.73
2969,582,2023-11-15,2024-07-10,1024.6
2970,3701,2024-07-13,2024-10-02,9790.89
2971,2043,2023-11-03,2024-05-06,549.69
2972,794,2024-06-02,2024-07-31,8828.43
2973,4654,2024-06-21,2024-06-23,3250.44
2974,2952,2023-11-27,2023-12-02,3200.9
2975,2954,2024-01-22,2024-06-01,364.79
2976,2562,2023-12-31,2024-06-13,9486.58
2977,4900,2024-06-25,2024-08-14,8036.8
2978,2315,2024-06-28,2024-07-11,7815.04
2979,4424,2023-12-26,2024-04-06,6461.95
2980,1674,2024-07-21,2024-09-10,8925.82
2981,4378,2024-06-24,2024-09-19,7678.2
2982,2497,2024-08-03,2024-09-18,1077.5
2983,2583,2024-08-31,2024-08-31,6928.37
2984,4827,2023-11-28,2024-01-21,4932.63
2985,2686,2024-09-14,2024-10-05,4891.16
2986,4946,2024-05-21,2024-09-14,9554.05
2987,3048,2024-08-01,2024-09-25,6119.86
2988,2127,2024-02-26,2024-02-29,3276.48
2989,2848,2023-12-09,2024-03-28,5715.3
2990,1663,2023-10-17,2024-08-11,6004.66
2991,2600,2024-05-24,2024-06-13,3551.01
2992,3631,2024-06-05,2024-08-30,1513.77
2993,2928,2024-01-20,2024-04-21,9382.41
2994,1934,2024-08-03,2024-08-06,7648.65
2995,2005,2024-05-31,2024-07-08,9125.08
2996,3687,2024-07-05,2024-08-19,5476.59
2997,1259,2023-10-14,2024-01-10,876.1
2998,4227,2023-12-24,2024-04-03,7987.04
2999,4120,2024-08-13,2024-10-02,1682.5
3000,4738,2024-07-08,2024-09-13,4473.4
3001,1262,2024-05-19,2024-08-10,2616.47
3002,1924,2024-03-26,2024-09-12,3066.7
3003,564,2024-09-23,2024-09-28,3529.52
3004,84,2024-09-10,2024-10-05,9398.76
3005,894,2024-02-17,2024-03-05,6504.86
3006,4230,2024-04-07,2024-07-08,8394.95
3007,571,2024-08-10,2024-09-23,3080.41
3008,3073,2024-07-22,2024-08-27,9845.26
3009,2942,2024-08-11,2024-09-24,4194.15
3010,4598,2024-09-20,2024-09-22,6241.68
3011,906,2023-10-13,2023-11-20,2212.11
3012,4272,2024-01-21,2024-06-12,2301.15
3013,1984,2023-12-30,2024-09-27,4433.47
3014,3489,2024-02-01,2024-08-01,1980.33
3015,2462,2023-10-07,2024-06-13,1484.09
3016,469,2024-03-11,2024-05-10,9368.99
3017,4148,2024-08-14,2024-09-09,8097.3
